,PrimaryPropertyType,Latitude,Longitude,NumberofBuildings,PropertyGFATotal,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,ElectricityUse(Percentage),SteamUse(Percentage),NaturalGasUse(Percentage),LargestUseTypeGFA(Percentage),SecondLargestUseTypeGFA(Percentage),ThirdLargestUseTypeGFA(Percentage),ParkingGFA(Percentage),NumberOfYearsENERGYSTARCertified,BuildingAge,NumberOfPropertyUses
169,ServiceFacility,47.65097,-122.34227,0.3010299956639812,4.877359825969459,ServiceFacility,ServiceFacility,None,91.0,5.739716590904357,1.0265332645232967,77.09,0.0,22.91,89.18,10.82,0.0,10.82,0.0,25,2
171,Leisure,47.59626,-122.3218,0.3010299956639812,5.011980440510842,Leisure,MedicalFacility,School,,7.004552649251637,2.2899009617286263,73.51,0.0,26.49,53.76,39.0,3.14,12.27,0.0,17,6
174,School,47.66568,-122.31368,0.3010299956639812,4.745496383684174,School,None,None,98.0,6.13913196114349,1.8685268867682037,0.45,0.0,99.55,99.73,0.0,0.0,0.0,0.0,88,1
175,Leisure,47.66151,-122.31457,0.3010299956639812,5.028819233972377,Leisure,None,None,49.0,7.076848622135861,2.672624236376427,29.84,0.0,70.16,100.0,0.0,0.0,0.0,0.0,85,1
176,ServiceFacility,47.71895,-122.29475,0.3010299956639812,4.705521613422667,ServiceFacility,Leisure,None,62.0,6.497902676988574,1.6997510316895144,81.3,0.0,18.7,92.75,7.25,0.0,0.0,0.0,44,2
177,ServiceFacility,47.66182,-122.31113,0.3010299956639812,4.754141843829458,ServiceFacility,None,None,46.0,6.387298285570055,1.9323215319892932,39.97,0.0,60.03,100.0,0.0,0.0,0.0,0.0,64,1
178,ServiceFacility,47.6626,-122.31164,0.3010299956639812,5.0128414411359845,ServiceFacility,None,None,42.0,6.686138287752831,2.1787755720454105,48.17,0.0,51.83,100.0,0.0,0.0,0.0,0.0,64,1
185,ServiceFacility,47.61103,-122.33238,0.3010299956639812,5.109804577665178,Leisure,ServiceFacility,ServiceFacility,,6.782287041877997,1.7649975992848805,94.64,0.0,5.36,85.24,10.0,4.77,0.0,0.0,102,3
186,Leisure,47.6079,-122.33266,0.3010299956639812,5.031703280415405,Leisure,ServiceFacility,Store,76.0,6.74605038889338,2.408019369129767,44.79,55.21,0.0,59.43,25.23,9.82,0.0,0.0,103,3
187,ServiceFacility,47.60699,-122.33481,0.3010299956639812,5.363388194785201,ServiceFacility,None,None,,7.79377067341839,2.638089721984506,100.0,0.0,0.0,87.92,0.0,0.0,0.0,0.0,61,1
192,ServiceFacility,47.63965,-122.3783,0.3010299956639812,4.8813104608369065,ServiceFacility,None,None,,6.514224235536606,2.0103423661395676,47.85,0.0,52.15,102.27,0.0,0.0,0.0,0.0,43,1
193,MedicalFacility,47.61972,-122.36033,0.3010299956639812,5.278755886707245,MedicalFacility,ServiceFacility,None,1.0,7.458358345363087,2.820884230005365,65.24,0.0,34.76,77.23,5.16,0.0,20.53,0.0,89,2
194,Leisure,47.6124,-122.35075,0.3010299956639812,5.087461966171819,Leisure,None,None,8.0,7.4057507676041805,3.02576859297215,24.84,0.0,75.16,100.0,0.0,0.0,0.0,0.0,55,1
195,ServiceFacility,47.61137,-122.34947,0.6989700043360189,5.333400920407817,ServiceFacility,None,None,,7.380532699681417,2.8064445415815413,57.41,0.0,42.59,100.75,0.0,0.0,0.0,0.0,21,1
196,Leisure,47.61069,-122.34653,0.3010299956639812,5.405301955009344,Leisure,None,None,29.0,7.425847845866407,2.8931178857622384,51.63,0.0,48.37,108.94,0.0,0.0,15.26,0.0,13,1
197,ServiceFacility,47.60729,-122.34211,0.3010299956639812,4.84136572825533,Leisure,None,None,,7.171242962553746,2.4810984965651994,71.02,0.0,28.98,100.0,0.0,0.0,0.0,0.0,36,1
198,ServiceFacility,47.6041,-122.33958,0.3010299956639812,4.798657549913149,Leisure,ServiceFacility,Store,,7.016796542502682,2.577801899444762,36.44,0.0,63.56,51.66,47.37,5.38,0.0,0.0,116,3
199,ServiceFacility,47.60271,-122.33557,0.3010299956639812,4.752056134379415,ServiceFacility,Store,None,98.0,6.139971796803277,1.655330558009341,64.3,35.7,0.0,58.41,12.39,0.0,0.0,0.0,102,2
200,ServiceFacility,47.59486,-122.32455,0.3010299956639812,5.308575084056243,ServiceFacility,ServiceFacility,None,72.0,6.578098411676212,1.4375920322539615,100.0,0.0,0.0,78.31,21.69,0.0,0.0,0.0,8,2
201,ServiceFacility,47.61757,-122.35122,0.3010299956639812,5.003180390771252,ServiceFacility,None,None,20.0,6.990725817238971,1.8403570592033562,100.0,0.0,0.0,100.0,0.0,0.0,26.54,0.0,48,1
202,ServiceFacility,47.61703,-122.35012,0.3010299956639812,4.890214162649396,ServiceFacility,ServiceFacility,None,57.0,6.699612458459732,1.840043330603494,85.6,0.0,14.4,79.97,22.62,0.0,23.83,0.0,35,2
203,ServiceFacility,47.61619,-122.34599,0.3010299956639812,5.369217713365502,ServiceFacility,MedicalFacility,ServiceFacility,39.0,7.270949039259467,2.1768722864091767,97.77,0.0,2.23,74.27,12.76,10.84,9.31,0.0,38,4
204,ServiceFacility,47.61217,-122.33694,0.3010299956639812,5.568198202746109,ServiceFacility,ServiceFacility,None,74.0,7.393664456967383,2.2394996840316264,100.0,0.0,0.0,103.77,34.38,0.0,0.0,0.3010299956639812,27,2
205,Store,47.61229,-122.33629,0.3010299956639812,5.841015778774199,Store,ServiceFacility,None,93.0,7.602742263767311,2.6011796533587814,93.6,0.05,6.35,52.07,47.93,0.0,0.0,0.0,91,2
206,ServiceFacility,47.61316,-122.3343,0.3010299956639812,5.898394399624834,ServiceFacility,ServiceFacility,ServiceFacility,89.0,7.611168171357028,2.49734438101758,99.98,0.0,1.32,78.6,16.74,4.18,0.0,0.47712125471966244,40,5
207,ServiceFacility,47.61399,-122.33523,0.3010299956639812,5.873755260098374,ServiceFacility,ServiceFacility,Leisure,90.0,7.491157401300116,2.556435181589331,89.99,0.0,10.01,72.55,29.29,1.25,27.43,1.0413926851582251,16,3
208,ServiceFacility,47.61356,-122.33665,0.3010299956639812,4.802157753186962,ServiceFacility,Store,None,90.0,6.53709731501574,2.234289446933935,39.42,60.58,0.0,71.38,9.76,0.0,12.23,0.0,90,2
209,ServiceFacility,47.61375,-122.33566,0.3010299956639812,5.311310866677704,ServiceFacility,Leisure,Store,91.0,6.888724127237207,2.005437923050822,87.03,0.0,12.97,69.36,8.34,7.16,14.65,0.6020599913279624,86,4
210,ServiceFacility,47.61256,-122.33808,0.3010299956639812,4.86569605991607,ServiceFacility,Store,None,61.0,6.574842004235208,1.4344092075875001,100.0,0.0,0.0,70.24,13.59,0.0,0.0,0.0,100,2
211,ServiceFacility,47.61391,-122.33725,0.3010299956639812,5.424639931852366,ServiceFacility,ServiceFacility,None,90.0,7.1653403174542385,2.7514715677497996,55.11,44.89,0.0,85.18,10.99,0.0,12.16,0.6020599913279624,47,2
212,ServiceFacility,47.61578,-122.33726,0.3010299956639812,5.879694414606475,ServiceFacility,ServiceFacility,None,95.0,7.431653534906003,2.3621996388688866,96.72,0.0,3.28,76.87,25.21,0.0,30.17,0.47712125471966244,7,2
213,ServiceFacility,47.61641,-122.34112,0.3010299956639812,5.313869328589677,ServiceFacility,ServiceFacility,None,91.0,6.933501460397748,2.348674732191571,73.05,26.95,0.0,78.16,24.88,0.0,0.0,0.0,48,2
214,ServiceFacility,47.61555,-122.33582,0.3010299956639812,5.916394985781485,ServiceFacility,ServiceFacility,None,97.0,7.596859275365822,2.441757958508164,100.0,0.0,0.0,90.14,19.53,0.0,18.79,0.47712125471966244,7,2
215,ServiceFacility,47.61516,-122.33303,0.3010299956639812,5.682001491678957,ServiceFacility,ServiceFacility,ServiceFacility,94.0,7.252051710327731,2.1196846918240504,99.25,0.0,0.75,64.83,25.65,3.79,29.45,0.0,26,5
216,ServiceFacility,47.60266,-122.33332,0.3010299956639812,4.95207043990093,ServiceFacility,Store,Leisure,85.0,6.59142756447715,1.7215633183574808,91.07,8.93,0.0,72.26,11.23,7.85,0.0,0.0,116,3
217,ServiceFacility,47.60219,-122.33347,0.3010299956639812,4.951123719453913,ServiceFacility,Store,None,66.0,6.62099281075153,1.518118947143153,98.52,0.0,1.48,92.17,7.83,0.0,0.0,0.0,116,2
218,ServiceFacility,47.6036,-122.33288,0.3010299956639812,5.589877026775419,ServiceFacility,None,None,89.0,7.268973266662307,2.330880287794431,93.58,6.42,0.0,100.0,0.0,0.0,0.0,0.7781512503836436,94,1
219,ServiceFacility,47.60403,-122.33497,0.3010299956639812,5.584673774728102,ServiceFacility,Store,Leisure,98.0,7.002703174306309,1.852174904420303,100.0,0.0,0.0,90.81,0.86,0.37,0.0,0.6020599913279624,87,3
220,ServiceFacility,47.6037,-122.33447,0.3010299956639812,5.578095715457552,ServiceFacility,ServiceFacility,Leisure,69.0,7.396306302922682,2.973806485752538,56.15,43.85,0.0,62.57,22.01,3.88,22.35,0.0,58,2
221,ServiceFacility,47.60505,-122.33427,0.3010299956639812,6.1215782266336705,ServiceFacility,ServiceFacility,Leisure,94.0,7.650148748305766,2.5051092613035877,99.64,0.0,0.36,76.42,20.61,2.84,0.0,0.0,33,3
222,ServiceFacility,47.60567,-122.33511,0.3010299956639812,5.770794592643875,ServiceFacility,ServiceFacility,School,84.0,7.390995498084119,2.236839449473914,100.0,0.0,0.0,79.74,18.25,1.74,21.94,0.47712125471966244,30,3
223,ServiceFacility,47.60542,-122.33588,0.3010299956639812,4.959480237473377,ServiceFacility,ServiceFacility,None,,6.263826755365423,1.677241845946654,73.81,26.19,0.0,98.47,1.53,0.0,1.53,0.0,66,2
224,ServiceFacility,47.60581,-122.33664,0.3010299956639812,5.198497633129143,ServiceFacility,ServiceFacility,None,81.0,6.573246454826978,1.4329692908744058,100.0,0.0,0.0,53.71,9.75,0.0,39.88,0.3010299956639812,48,2
225,ServiceFacility,47.60614,-122.33674,0.3010299956639812,5.8029815897480725,ServiceFacility,ServiceFacility,Store,95.0,7.260577570927681,2.148355826449405,99.01,0.99,0.0,82.27,30.61,0.96,31.05,1.0,25,2
227,ServiceFacility,47.60655,-122.33533,0.3010299956639812,5.890288530393082,ServiceFacility,ServiceFacility,None,81.0,7.512583400337028,2.3660865990199995,99.71,0.0,0.29,78.02,19.95,0.0,20.93,0.6020599913279624,36,2
228,ServiceFacility,47.60671,-122.33456,0.3010299956639812,5.2713047934883726,ServiceFacility,ServiceFacility,ServiceFacility,95.0,6.9841240649079515,2.341493877399029,77.65,22.35,0.0,97.74,18.03,0.13,12.73,0.6020599913279624,44,3
229,ServiceFacility,47.60615,-122.33388,0.3010299956639812,6.050548336533931,ServiceFacility,ServiceFacility,ServiceFacility,89.0,7.654785754063243,2.7985608773724975,84.98,0.0,15.02,72.01,20.67,2.7,32.84,0.7781512503836436,47,5
230,ServiceFacility,47.60549,-122.33319,0.3010299956639812,6.022209725391179,ServiceFacility,ServiceFacility,ServiceFacility,93.0,7.615040393655855,2.459874769298969,100.0,0.0,0.0,72.72,17.63,9.83,15.62,1.146128035678238,14,9
231,ServiceFacility,47.60616,-122.33165,0.3010299956639812,5.7907670549619015,ServiceFacility,ServiceFacility,Store,28.0,7.842108570253614,2.7385030920054088,98.73,1.27,0.0,94.15,30.7,2.92,27.77,0.6020599913279624,43,4
232,ServiceFacility,47.60471,-122.33261,0.3010299956639812,5.304234097701874,ServiceFacility,Store,ServiceFacility,91.0,6.950451461197771,2.2478505669735336,81.84,18.16,0.0,80.29,14.44,5.27,0.0,0.0,109,3
234,ServiceFacility,47.60421,-122.32919,0.3010299956639812,5.492049016084305,ServiceFacility,ServiceFacility,ServiceFacility,,7.32571066213414,2.5813465268146216,76.17,0.0,23.83,86.73,9.14,0.19,0.0,0.0,15,3
235,ServiceFacility,47.60377,-122.32971,0.3010299956639812,5.300010379135749,ServiceFacility,ServiceFacility,ServiceFacility,69.0,7.121048007477708,2.4765563045959924,66.13,0.0,33.87,80.4,9.32,8.76,15.37,0.0,13,4
236,ServiceFacility,47.60249,-122.32854,0.3010299956639812,5.570826539627821,ServiceFacility,ServiceFacility,None,98.0,7.141257418313252,2.33693979412059,81.26,0.0,18.74,85.84,14.16,0.0,14.16,0.0,10,2
237,ServiceFacility,47.60193,-122.32812,0.3010299956639812,5.05841083906978,ServiceFacility,None,None,99.0,6.438789367560104,1.8522969658269255,59.74,0.0,40.26,84.43,0.0,0.0,7.25,0.0,107,1
238,Store,47.66024,-122.31278,0.3010299956639812,4.95036972312105,Store,None,None,83.0,6.810362786800311,1.9565045903166975,85.1,0.0,14.9,100.0,0.0,0.0,0.0,0.0,38,1
239,ServiceFacility,47.66072,-122.31466,0.3010299956639812,5.676279232210736,ServiceFacility,None,None,77.0,7.454088941565221,2.299594453924923,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,45,1
240,ServiceFacility,47.6606,-122.31512,0.3010299956639812,4.556314564335347,ServiceFacility,None,None,96.0,7.477678111859632,2.323066376363904,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.6989700043360189,47,1
241,ServiceFacility,47.661,-122.31626,0.3010299956639812,4.995661514677671,ServiceFacility,None,None,70.0,6.674722428986746,2.0792898060986595,60.55,0.0,39.45,80.35,0.0,0.0,0.0,0.0,55,1
242,ServiceFacility,47.66065,-122.31689,0.3010299956639812,5.1305010200860925,ServiceFacility,ServiceFacility,None,88.0,6.646024852298695,1.5032457714651126,100.0,0.0,0.0,71.04,31.47,0.0,32.76,0.9030899869919435,14,2
243,ServiceFacility,47.65999,-122.31741,0.3010299956639812,5.343703931783211,ServiceFacility,ServiceFacility,None,93.0,6.847963995549447,1.7000110623221123,100.0,0.0,0.0,66.06,40.79,0.0,37.49,0.8450980400142568,14,2
244,ServiceFacility,47.61591,-122.33238,0.3010299956639812,4.971558790347229,ServiceFacility,None,None,,5.941125103991007,0.8506462351830665,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,52,1
245,ServiceFacility,47.61597,-122.33086,0.3010299956639812,5.616702317069894,ServiceFacility,ServiceFacility,None,79.0,7.384261795762104,2.230142252318642,100.0,0.0,0.0,84.18,16.83,0.0,15.63,0.7781512503836436,36,2
246,ServiceFacility,47.6177,-122.3306,0.3010299956639812,5.581360191895233,ServiceFacility,ServiceFacility,ServiceFacility,94.0,6.989706847485394,1.865814380167968,99.04,0.0,0.96,47.94,43.05,9.91,51.29,0.0,16,3
247,ServiceFacility,47.61695,-122.32965,0.3010299956639812,5.696805306262044,ServiceFacility,ServiceFacility,None,65.0,7.428510895441333,2.2970817376649864,99.18,0.0,0.82,73.89,23.02,0.0,23.87,0.6989700043360189,28,2
248,ServiceFacility,47.61431,-122.34244,0.3010299956639812,5.735500693335693,ServiceFacility,ServiceFacility,None,79.0,7.403253449872349,2.2490270525471865,100.0,0.0,0.0,77.97,19.73,0.0,21.46,0.0,37,2
249,ServiceFacility,47.6177,-122.3545,0.3010299956639812,5.038810844100614,MedicalFacility,ServiceFacility,ServiceFacility,,6.914774407361391,1.9644010711627313,91.07,0.0,8.93,38.77,35.39,25.84,35.39,0.0,36,3
250,ServiceFacility,47.6182,-122.352,0.3010299956639812,5.598382275053061,ServiceFacility,ServiceFacility,None,64.0,7.308802495323781,2.1551841596940076,100.0,0.0,0.0,69.08,30.92,0.0,31.32,0.0,34,2
251,ServiceFacility,47.61598,-122.34369,0.3010299956639812,5.458595550459796,ServiceFacility,ServiceFacility,Leisure,74.0,7.17357739447804,2.021065197202569,100.0,0.0,0.0,66.72,25.11,1.85,29.08,0.7781512503836436,14,4
252,ServiceFacility,47.61734,-122.34434,0.3010299956639812,5.2847261791829805,ServiceFacility,ServiceFacility,None,94.0,6.728989253878237,1.6723749787460795,96.49,0.0,3.51,75.87,25.02,0.0,25.18,0.3010299956639812,69,2
253,ServiceFacility,47.6176,-122.35686,0.3010299956639812,5.403299008707052,ServiceFacility,ServiceFacility,ServiceFacility,3.0,7.476385936600283,2.3217847829599014,100.0,0.0,0.0,62.69,27.73,8.61,24.49,0.3010299956639812,32,4
254,Store,47.7019,-122.36374,0.3010299956639812,4.784481777318941,Store,None,None,54.0,7.1551529574236,2.585765192917218,56.84,0.0,43.16,101.29,0.0,0.0,0.0,0.0,60,1
255,ServiceFacility,47.60227,-122.33202,0.3010299956639812,4.7005046920046265,ServiceFacility,ServiceFacility,Leisure,77.0,6.467354964654897,1.413467412985825,96.71,0.0,3.29,100.3,16.6,8.48,0.0,0.0,116,3
256,ServiceFacility,47.60198,-122.33174,0.3010299956639812,5.483369025195756,ServiceFacility,Store,Leisure,72.0,7.366651625442429,2.8705794605526846,48.32,4.36,47.32,80.51,2.77,2.47,0.0,0.0,104,4
257,ServiceFacility,47.54066,-122.33023,0.3010299956639812,5.1099192348622715,ServiceFacility,ServiceFacility,None,97.0,6.25746317378259,1.9026554752179259,20.55,0.0,79.45,92.55,7.45,0.0,0.0,0.0,39,2
258,ServiceFacility,47.60932,-122.33388,0.3010299956639812,5.507783033594258,ServiceFacility,ServiceFacility,Store,76.0,7.135342207554375,2.5515109901058177,72.9,27.1,0.0,51.85,12.22,6.15,0.0,0.7781512503836436,89,3
259,ServiceFacility,47.60842,-122.33305,0.3010299956639812,5.526766898561927,ServiceFacility,ServiceFacility,Leisure,77.0,7.277998987660754,2.7256339869405624,69.25,28.32,2.44,76.2,19.75,2.21,0.0,0.0,52,3
260,ServiceFacility,47.60869,-122.33588,0.3010299956639812,5.474838113105411,ServiceFacility,ServiceFacility,School,79.0,7.432599309937503,3.035745837536259,52.87,47.13,0.0,96.02,66.26,3.98,0.0,0.6989700043360189,56,3
261,ServiceFacility,47.60896,-122.33481,0.3010299956639812,5.803337599937034,ServiceFacility,ServiceFacility,Leisure,69.0,7.685562512617804,2.530161263362409,100.0,0.0,0.0,113.0,6.29,3.09,0.0,0.0,40,5
262,Leisure,47.60804,-122.33391,0.3010299956639812,5.734244409437256,Leisure,Leisure,None,45.0,7.751934709265855,3.41073506681745,42.63,50.35,7.03,100.0,0.0,0.0,0.0,0.0,93,2
263,Store,47.57936,-122.29744,0.3010299956639812,5.465295091299638,Store,ServiceFacility,None,80.0,7.067762571042715,2.213384924916388,84.99,0.0,15.01,65.75,34.25,0.0,0.0,0.0,36,2
264,ServiceFacility,47.52871,-122.29443,0.3010299956639812,4.946457177818791,ServiceFacility,ServiceFacility,ServiceFacility,42.0,6.641781527779106,2.068297205031454,57.74,0.0,42.26,37.84,33.51,31.35,0.0,0.0,46,3
265,ServiceFacility,47.72912,-122.34677,0.3010299956639812,4.718601324354708,ServiceFacility,None,None,96.0,5.968769056689378,1.6959192528314,1.8,0.0,98.2,97.72,0.0,0.0,0.0,0.0,56,1
266,ServiceFacility,47.62323,-122.33028,0.3010299956639812,5.149625496020572,ServiceFacility,ServiceFacility,None,,6.489369885794693,1.35237549500052,100.0,0.0,0.0,53.02,50.76,0.0,49.39,0.0,7,3
267,ServiceFacility,47.62333,-122.3296,0.3010299956639812,5.246825901668756,ServiceFacility,ServiceFacility,None,60.0,6.763683253736614,1.6176292977578421,100.0,0.0,0.0,58.63,39.69,0.0,39.69,0.3010299956639812,15,2
268,ServiceFacility,47.65825,-122.3683,0.3010299956639812,4.72016757560302,ServiceFacility,ServiceFacility,None,2.0,6.600907583335034,1.8541237821011671,76.82,0.0,23.18,94.09,11.15,0.0,0.0,0.0,43,2
269,ServiceFacility,47.66587,-122.38476,0.3010299956639812,4.758162201211584,ServiceFacility,ServiceFacility,None,55.0,6.659011793455316,2.1977490676226124,40.65,0.0,59.35,50.61,49.39,0.0,0.0,0.0,57,2
270,ServiceFacility,47.61429,-122.35263,0.3010299956639812,5.544453774669379,ServiceFacility,School,Leisure,90.0,7.257727208329169,2.352876833977717,88.25,0.0,11.75,87.13,7.68,2.19,0.0,0.3010299956639812,100,3
271,ServiceFacility,47.60723,-122.33611,0.3010299956639812,6.146128345888472,ServiceFacility,ServiceFacility,ServiceFacility,92.0,7.724924082264276,2.7707783961691477,93.21,4.11,2.69,71.01,18.89,9.54,20.36,0.6989700043360189,28,4
272,Leisure,47.60968,-122.33379,0.3010299956639812,5.485080866700281,Leisure,None,None,58.0,7.528007804572795,3.179508704257875,43.22,48.28,8.5,101.46,0.0,0.0,0.0,0.0,86,1
273,ServiceFacility,47.61054,-122.33466,0.3010299956639812,6.186562807281365,ServiceFacility,ServiceFacility,ServiceFacility,89.0,7.752863518127349,2.7252417146032655,94.81,0.0,5.19,65.23,24.54,3.46,33.36,1.0,27,6
274,ServiceFacility,47.61003,-122.33452,0.3010299956639812,5.1332801706279145,ServiceFacility,None,None,91.0,6.807775616030387,2.28941056088599,66.98,33.02,0.0,106.37,0.0,0.0,0.0,0.0,58,1
275,Store,47.61159,-122.33601,0.3010299956639812,4.90286192251678,Store,ServiceFacility,None,25.0,6.720335632526203,1.5753033334223991,100.0,0.0,0.0,44.64,37.17,0.0,0.0,0.0,102,2
277,ServiceFacility,47.61125,-122.33494,0.3010299956639812,5.698970872924114,ServiceFacility,ServiceFacility,Store,93.0,7.275283268489182,2.121887985103681,100.0,0.0,0.0,82.26,16.0,2.91,0.0,0.8450980400142568,33,3
278,ServiceFacility,47.61005,-122.3361,0.3010299956639812,5.121648466671617,ServiceFacility,ServiceFacility,Store,72.0,6.780246796581928,1.8208579894397,94.51,5.44,0.04,69.53,9.53,7.43,0.0,0.0,90,3
279,ServiceFacility,47.61033,-122.3357,0.3010299956639812,5.040724937825948,ServiceFacility,ServiceFacility,Store,45.0,6.865453787384861,1.7171710268323102,100.0,0.0,0.0,76.01,12.02,4.55,12.02,0.0,32,4
280,Leisure,47.60996,-122.33572,0.3010299956639812,5.521227026477585,Leisure,None,None,6.0,7.577325782596961,3.167169590408631,52.4,41.25,6.35,100.0,0.0,0.0,17.85,0.0,43,1
281,ServiceFacility,47.60991,-122.33687,0.3010299956639812,5.115657100154247,ServiceFacility,Store,Leisure,49.0,7.066370694528505,2.5038995833791917,58.77,5.42,35.82,66.96,24.72,8.32,0.0,0.0,106,3
282,ServiceFacility,47.60953,-122.33647,0.3010299956639812,4.78290956540264,ServiceFacility,Store,None,,6.412648169154177,1.2794387882870204,100.0,0.0,0.0,69.17,7.91,0.0,0.0,0.0,96,2
283,ServiceFacility,47.60902,-122.33674,0.3010299956639812,5.137831825699799,ServiceFacility,None,None,89.0,6.8038724671358874,2.3096088779589024,64.52,35.48,0.0,90.65,0.0,0.0,0.0,0.0,87,1
284,ServiceFacility,47.60923,-122.33625,0.3010299956639812,5.179091976953994,ServiceFacility,None,None,84.0,6.736127475137819,2.3785614120185765,47.67,52.33,0.0,83.07,0.0,0.0,0.0,0.0,87,1
285,ServiceFacility,47.61022,-122.33745,0.3010299956639812,5.877947526853287,ServiceFacility,ServiceFacility,Leisure,72.0,7.717888469117897,2.8998478500850444,82.72,0.99,16.29,85.18,16.81,1.78,17.84,0.0,31,5
286,ServiceFacility,47.60995,-122.33904,0.3010299956639812,4.803054045415026,ServiceFacility,None,None,72.0,6.546352679783387,1.8798410559865626,69.02,0.0,30.98,89.31,0.0,0.0,0.0,0.0,110,1
287,ServiceFacility,47.60987,-122.33824,0.3010299956639812,5.116919739548366,ServiceFacility,Store,MedicalFacility,80.0,6.842738635096052,1.6949560022498182,100.0,0.0,0.0,67.17,20.76,5.08,0.0,0.0,89,3
